AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collection_date	env_biome	env_feature	env_material	estimated_size	geo_loc_name	isol_growth_condt	isolate	lat_lon	num_replicons	ploidy	propagation	strain	Assay_Type	Consent	DATASTORE_filetype	LibrarySelection	LibrarySource	Organism
	200	PRJNA413876	SAMN08172177	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473218	0	Illumina HiSeq 2000	PAIRED	ngs07_picosAo1	2017-12-15	2693	1863	ILLUMINA	2017-12-15	SRR6378448	SRS2759687	SRP123576	picosAo1	2010	missing	missing	missing	23.7Mb	Spain	missing	picosAo1	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172173	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473219	0	Illumina HiSeq 2000	PAIRED	ngs07_PUITS_12No8	2017-12-15	4659	3031	ILLUMINA	2017-12-15	SRR6378447	SRS2759688	SRP123576	PUITS_12No8	2012	missing	missing	missing	23.7Mb	France	missing	PUITS_12No8	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172152	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473220	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_12No12	2017-12-15	5242	3426	ILLUMINA	2017-12-15	SRR6378446	SRS2759689	SRP123576	IA_12No12	2012	missing	missing	missing	23.7Mb	Spain	missing	IA_12No12	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172151	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473221	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_12No10	2017-12-15	3701	2400	ILLUMINA	2017-12-15	SRR6378445	SRS2759690	SRP123576	IA_12No10	2012	missing	missing	missing	23.7Mb	Spain	missing	IA_12No10	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172150	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473222	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_12No1	2017-12-15	3769	2368	ILLUMINA	2017-12-15	SRR6378444	SRS2759691	SRP123576	IA_12No1	2012	missing	missing	missing	23.7Mb	Spain	missing	IA_12No1	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172149	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473223	0	Illumina HiSeq 2000	PAIRED	ngs07_IA042_Low_passage	2017-12-15	4017	2598	ILLUMINA	2017-12-15	SRR6378443	SRS2759693	SRP123576	IA042_Low_passage	2004	missing	missing	missing	23.7Mb	Spain	missing	IA042_Low_passage	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172156	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473224	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_12No8	2017-12-15	4311	2831	ILLUMINA	2017-12-15	SRR6378442	SRS2759692	SRP123576	IA_12No8	2012	missing	missing	missing	23.7Mb	Spain	missing	IA_12No8	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172155	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473225	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_12No5	2017-12-15	4393	2875	ILLUMINA	2017-12-15	SRR6378441	SRS2759694	SRP123576	IA_12No5	2012	missing	missing	missing	23.7Mb	Spain	missing	IA_12No5	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172154	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473226	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_12No4	2017-12-15	4633	2923	ILLUMINA	2017-12-15	SRR6378440	SRS2759695	SRP123576	IA_12No4	2012	missing	missing	missing	23.7Mb	Spain	missing	IA_12No4	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172153	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473227	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_12No3	2017-12-15	3631	2293	ILLUMINA	2017-12-15	SRR6378439	SRS2759696	SRP123576	IA_12No3	2012	missing	missing	missing	23.7Mb	Spain	missing	IA_12No3	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172175	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473228	0	Illumina HiSeq 2000	PAIRED	ngs07_UKBER	2017-12-15	2844	1985	ILLUMINA	2017-12-15	SRR6378438	SRS2759697	SRP123576	UKBER	2012	missing	missing	missing	23.7Mb	United Kingdom	missing	UKBER	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172170	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473229	0	Illumina HiSeq 2000	PAIRED	ngs07_PUITS_12No4	2017-12-15	4836	3157	ILLUMINA	2017-12-15	SRR6378437	SRS2759698	SRP123576	PUITS_12No4	2012	missing	missing	missing	23.7Mb	France	missing	PUITS_12No4	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172176	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473230	0	Illumina HiSeq 2000	PAIRED	ngs07_UKMAB	2017-12-15	2795	1955	ILLUMINA	2017-12-15	SRR6378436	SRS2759700	SRP123576	UKMAB	2012	missing	missing	missing	23.7Mb	United Kingdom	missing	UKMAB	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172169	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473231	0	Illumina HiSeq 2000	PAIRED	ngs07_PUITS_12No3	2017-12-15	4233	2767	ILLUMINA	2017-12-15	SRR6378435	SRS2759699	SRP123576	PUITS_12No3	2012	missing	missing	missing	23.7Mb	France	missing	PUITS_12No3	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172172	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473232	0	Illumina HiSeq 2000	PAIRED	ngs07_PUITS_12No7	2017-12-15	4255	2775	ILLUMINA	2017-12-15	SRR6378434	SRS2759703	SRP123576	PUITS_12No7	2012	missing	missing	missing	23.7Mb	France	missing	PUITS_12No7	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172171	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473233	0	Illumina HiSeq 2000	PAIRED	ngs07_PUITS_12No5	2017-12-15	4690	3070	ILLUMINA	2017-12-15	SRR6378433	SRS2759701	SRP123576	PUITS_12No5	2012	missing	missing	missing	23.7Mb	France	missing	PUITS_12No5	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN08172187	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473234	0	Illumina HiSeq 2000	PAIRED	ngs07_Acherito.4.1_15	2017-12-15	2098	913	ILLUMINA	2017-12-15	SRR6378432	SRS2759702	SRP123576	Acherito.4.1_15	2015	missing	missing	missing	23.7Mb	Spain	missing	Acherito.4.1_15	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN08172188	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473235	0	Illumina HiSeq 2000	PAIRED	ngs07_Acherito.5.2_15	2017-12-15	1773	797	ILLUMINA	2017-12-15	SRR6378431	SRS2759706	SRP123576	Acherito.5.2_15	2015	missing	missing	missing	23.7Mb	Spain	missing	Acherito.5.2_15	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172179	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473236	0	Illumina HiSeq 2000	PAIRED	ngs07_IA12	2017-12-15	2846	1980	ILLUMINA	2017-12-15	SRR6378430	SRS2759704	SRP123576	IA12	2012	missing	missing	missing	23.7Mb	Spain	missing	IA12	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172180	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473237	0	Illumina HiSeq 2000	PAIRED	ngs07_CORN1	2017-12-15	2738	1910	ILLUMINA	2017-12-15	SRR6378429	SRS2759705	SRP123576	CORN1	2012	missing	missing	missing	23.7Mb	United Kingdom	missing	CORN1	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172181	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473238	0	Illumina HiSeq 2000	PAIRED	ngs07_CORN1B	2017-12-15	2405	1662	ILLUMINA	2017-12-15	SRR6378428	SRS2759707	SRP123576	CORN1B	2012	missing	missing	missing	23.7Mb	United Kingdom	missing	CORN1B	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172182	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473239	0	Illumina HiSeq 2000	PAIRED	ngs07_ADMALA	2017-12-15	2619	1809	ILLUMINA	2017-12-15	SRR6378427	SRS2759708	SRP123576	ADMALA	2012	missing	missing	missing	23.7Mb	Spain	missing	ADMALA	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN08172183	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473240	0	Illumina HiSeq 2000	PAIRED	ngs07_PNP15152	2017-12-15	2550	1100	ILLUMINA	2017-12-15	SRR6378426	SRS2759709	SRP123576	PNP15152	2015	missing	missing	missing	23.7Mb	France	missing	PNP15152	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN08172184	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473241	0	Illumina HiSeq 2000	PAIRED	ngs07_PNP15156	2017-12-15	2299	1019	ILLUMINA	2017-12-15	SRR6378425	SRS2759710	SRP123576	PNP15156	2015	missing	missing	missing	23.7Mb	France	missing	PNP15156	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN08172185	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473242	0	Illumina HiSeq 2000	PAIRED	ngs07_Acherito.1.2_15	2017-12-15	2345	1015	ILLUMINA	2017-12-15	SRR6378424	SRS2759711	SRP123576	Acherito.1.2_15	2015	missing	missing	missing	23.7Mb	Spain	missing	Acherito.1.2_15	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN08172186	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473243	0	Illumina HiSeq 2000	PAIRED	ngs07_Acherito.3.1_15	2017-12-15	2293	1000	ILLUMINA	2017-12-15	SRR6378423	SRS2759712	SRP123576	Acherito.3.1_15	2015	missing	missing	missing	23.7Mb	Spain	missing	Acherito.3.1_15	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172167	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473244	0	Illumina HiSeq 2000	PAIRED	ngs07_Lhurs_13No2	2017-12-15	4400	2840	ILLUMINA	2017-12-15	SRR6378422	SRS2759713	SRP123576	Lhurs_13No2	2013	missing	missing	missing	23.7Mb	France	missing	Lhurs_13No2	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172168	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473245	0	Illumina HiSeq 2000	PAIRED	ngs07_Lhurs_13No4	2017-12-15	6123	3932	ILLUMINA	2017-12-15	SRR6378421	SRS2759714	SRP123576	Lhurs_13No4	2013	missing	missing	missing	23.7Mb	France	missing	Lhurs_13No4	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172165	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473246	0	Illumina HiSeq 2000	PAIRED	ngs07_Lhurs_13No13	2017-12-15	3996	2576	ILLUMINA	2017-12-15	SRR6378420	SRS2759715	SRP123576	Lhurs_13No13	2013	missing	missing	missing	23.7Mb	France	missing	Lhurs_13No13	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172166	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473247	0	Illumina HiSeq 2000	PAIRED	ngs07_Lhurs_13No14	2017-12-15	3552	2276	ILLUMINA	2017-12-15	SRR6378419	SRS2759716	SRP123576	Lhurs_13No14	2013	missing	missing	missing	23.7Mb	France	missing	Lhurs_13No14	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172163	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473248	0	Illumina HiSeq 2000	PAIRED	ngs07_LHURS_11No8	2017-12-15	2920	1834	ILLUMINA	2017-12-15	SRR6378418	SRS2759717	SRP123576	LHURS_11No8	2011	missing	missing	missing	23.7Mb	France	missing	LHURS_11No8	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172164	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473249	0	Illumina HiSeq 2000	PAIRED	ngs07_Lhurs_13No11	2017-12-15	2992	1917	ILLUMINA	2017-12-15	SRR6378417	SRS2759719	SRP123576	Lhurs_13No11	2013	missing	missing	missing	23.7Mb	France	missing	Lhurs_13No11	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172161	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473250	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_13No8	2017-12-15	3338	2088	ILLUMINA	2017-12-15	SRR6378416	SRS2759720	SRP123576	IA_13No8	2013	missing	missing	missing	23.7Mb	Spain	missing	IA_13No8	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172162	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473251	0	Illumina HiSeq 2000	PAIRED	ngs07_LHURS_11No11	2017-12-15	3585	2256	ILLUMINA	2017-12-15	SRR6378415	SRS2759718	SRP123576	LHURS_11No11	2011	missing	missing	missing	23.7Mb	France	missing	LHURS_11No11	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172159	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473252	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_13No12	2017-12-15	6685	4319	ILLUMINA	2017-12-15	SRR6378414	SRS2759721	SRP123576	IA_13No12	2013	missing	missing	missing	23.7Mb	Spain	missing	IA_13No12	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172160	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473253	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_13No6	2017-12-15	3526	2216	ILLUMINA	2017-12-15	SRR6378413	SRS2759722	SRP123576	IA_13No6	2013	missing	missing	missing	23.7Mb	Spain	missing	IA_13No6	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172148	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473254	0	Illumina HiSeq 2000	PAIRED	ngs07_IA042_Highly_passaged	2017-12-15	4876	3172	ILLUMINA	2017-12-15	SRR6378412	SRS2759723	SRP123576	IA042_Highly_passaged	2004	missing	missing	missing	23.7Mb	Spain	missing	IA042_Highly_passaged	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172147	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473255	0	Illumina HiSeq 2000	PAIRED	ngs07_Arlet_13No8	2017-12-15	3718	2347	ILLUMINA	2017-12-15	SRR6378411	SRS2759724	SRP123576	Arlet_13No8	2013	missing	missing	missing	23.7Mb	France	missing	Arlet_13No8	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172146	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473256	0	Illumina HiSeq 2000	PAIRED	ngs07_Arlet_13No6	2017-12-15	6414	4410	ILLUMINA	2017-12-15	SRR6378410	SRS2759725	SRP123576	Arlet_13No6	2013	missing	missing	missing	23.7Mb	France	missing	Arlet_13No6	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172145	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473257	0	Illumina HiSeq 2000	PAIRED	ngs07_Arlet_13No4	2017-12-15	5567	3834	ILLUMINA	2017-12-15	SRR6378409	SRS2759726	SRP123576	Arlet_13No4	2013	missing	missing	missing	23.7Mb	France	missing	Arlet_13No4	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172144	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473258	0	Illumina HiSeq 2000	PAIRED	ngs07_Arlet_13No2	2017-12-15	4330	2779	ILLUMINA	2017-12-15	SRR6378408	SRS2759727	SRP123576	Arlet_13No2	2013	missing	missing	missing	23.7Mb	France	missing	Arlet_13No2	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172143	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473259	0	Illumina HiSeq 2000	PAIRED	ngs07_Arlet_13No1	2017-12-15	3286	2117	ILLUMINA	2017-12-15	SRR6378407	SRS2759728	SRP123576	Arlet_13No1	2013	missing	missing	missing	23.7Mb	France	missing	Arlet_13No1	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172142	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473260	0	Illumina HiSeq 2000	PAIRED	ngs07_ANS_13No7	2017-12-15	3834	2634	ILLUMINA	2017-12-15	SRR6378406	SRS2759729	SRP123576	ANS_13No7	2013	missing	missing	missing	23.7Mb	France	missing	ANS_13No7	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172141	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473261	0	Illumina HiSeq 2000	PAIRED	ngs07_ANS_13No4	2017-12-15	4297	2702	ILLUMINA	2017-12-15	SRR6378405	SRS2759731	SRP123576	ANS_13No4	2013	missing	missing	missing	23.7Mb	France	missing	ANS_13No4	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172140	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473262	0	Illumina HiSeq 2000	PAIRED	ngs07_ANS_13No12	2017-12-15	4505	2914	ILLUMINA	2017-12-15	SRR6378404	SRS2759730	SRP123576	ANS_13No12	2013	missing	missing	missing	23.7Mb	France	missing	ANS_13No12	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172139	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473263	0	Illumina HiSeq 2000	PAIRED	ngs07_ANS_13No1	2017-12-15	4331	2740	ILLUMINA	2017-12-15	SRR6378403	SRS2759732	SRP123576	ANS_13No1	2013	missing	missing	missing	23.7Mb	France	missing	ANS_13No1	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA483086	SAMN10053040	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676188	0	Illumina HiSeq 2000	PAIRED	Illumina_RTP5	2018-09-13	2102	1482	ILLUMINA	2018-09-13	SRR7825135	SRS3770068	SRP161643	Bd_RTP5	2009					New Zealand: Dunedin							RTP5	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	7516	PRJNA483086	SAMN09725999	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676189	0	PacBio RS II	SINGLE	PacBio_RTP6	2018-09-13	1157	796	PACBIO_SMRT	2018-09-13	SRR7825134	SRS3770069	SRP161643	Bd_RTP6	2012					New Zealand: Orokonui Ecosanctuary, Dunedin			45.7767 S 170.6055 E				RTP6	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA483086	SAMN10053031	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676190	0	Illumina HiSeq 2000	PAIRED	Illumina_JEL253	2018-09-13	1498	1054	ILLUMINA	2018-09-13	SRR7825133	SRS3770072	SRP161643	Bd_JEL253	1998					Australia: Melbourne							JEL253	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA483086	SAMN10053032	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676191	0	Illumina HiSeq 2000	PAIRED	Illumina_Aus1	2018-09-13	1480	1031	ILLUMINA	2018-09-13	SRR7825132	SRS3770070	SRP161643	Bd_Aus1	2005					Australia: Mt Misery, North Queensland							MM05LB	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA483086	SAMN10053033	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676192	0	Illumina HiSeq 2000	PAIRED	Illumina_Aus2	2018-09-13	2008	1381	ILLUMINA	2018-09-13	SRR7825131	SRS3770071	SRP161643	Bd_Aus2	2000					Australia: Victorian Alps							Me00LB	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA483086	SAMN10053034	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676193	0	Illumina HiSeq 2000	PAIRED	Illumina_Aus3	2018-09-13	904	635	ILLUMINA	2018-09-13	SRR7825130	SRS3770073	SRP161643	Bd_Aus3	2009					Australia: Abercrombie River, New South Wales							Ab09NSW	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA483086	SAMN10053035	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676194	0	Illumina HiSeq 2000	PAIRED	Illumina_Aus4	2018-09-13	1179	827	ILLUMINA	2018-09-13	SRR7825129	SRS3770076	SRP161643	Bd_Aus4	2009					Australia: Couta Rocks, Tasmania							CR09Tas	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA483086	SAMN10053036	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676195	0	Illumina HiSeq 2000	PAIRED	Illumina_Aus5	2018-09-13	1219	845	ILLUMINA	2018-09-13	SRR7825128	SRS3770074	SRP161643	Bd_Aus5	1998					Australia: Tully, North Queensland							Tu98LB	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA483086	SAMN10053037	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676196	0	Illumina HiSeq 2000	PAIRED	Illumina_Aus6	2018-09-13	1325	923	ILLUMINA	2018-09-13	SRR7825127	SRS3770075	SRP161643	Bd_Aus6	2005					Australia: Townsville, Queensland							To05LB	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA483086	SAMN10053038	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676197	0	Illumina HiSeq 2000	PAIRED	Illumina_Aus8	2018-09-13	1147	796	ILLUMINA	2018-09-13	SRR7825126	SRS3770077	SRP161643	Bd_Aus8	2010					Australia: Paluma, Queensland							Pa10CMCC	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA483086	SAMN10053039	Microbe, viral or environmental	UNIVERSITY OF OTAGO	sra-sos	sra-sos.public	SRX4676198	0	Illumina HiSeq 2000	PAIRED	Illumina_Aus9	2018-09-13	2025	1394	ILLUMINA	2018-09-13	SRR7825125	SRS3770078	SRP161643	Bd_Aus9	2006					Australia: Tully, North Queensland							Tu06LB	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
